SearchQuery,ID0,S0,ID1,S1,ID2,S2,ID3,S3,ID4,S4
facebook,Facebook,3,Microsoft.Owin.Security.Facebook,2,Microsoft.AspNetCore.Authentication.Facebook,2,Xamarin.Facebook.*,2,,
barcode,ZXing.Net,4,BarcodeLib,4,,,,,,
signalr,Microsoft.AspNet.SignalR,4,Microsoft.AspNetCore.SignalR,4,Microsoft.AspNetCore.SignalR.Client,4,,,,
Oracle.DataAccess,Oracle.ManagedDataAccess,3,Oracle.ManagedDataAccess.Core,3,Oracle.ManagedDataAccess.EntityFramework,3,,,,
Random Name Generator,RandomNameGeneratorLibrary,4,RandomNameGenerator,4,MaxHampton.RandomNameGenerator,2,,,,
RTF,sautinsoft.pdffocus,3,RtfPipe,3,sautinsoft.htmltortf,3,sautinsoft.rtftohtml,3,RtfPipe-Signed,3
ZPL,Neodynamic.SDK.ThermalLabel,4,Zebra.Printer.SDK,4,JSPrintManager.js,4,PlaylistsNET,2,,
EPPlus,EPPlus,4,EPPlus.Core,4,ExcelDataReader,2,ClosedXML,2,,
NLog,NLog,4,,,,,,,,
system.windows.forms,System.Windows.Forms.DataVisualization,3,System.Windows.Forms.Ribbon35,4,,,,,,
xamarin.forms,Xamarin.Forms,4,Xamarin.Forms.Maps,3,Xamarin.Forms.CarouselView,3,Xamarin.Forms.Mocks,3,,
hangfire,HangFire,4,Hangfire.AspNetCore,3,HangFire.SqlServer,3,,,,
system.net.http,system.net.http,4,System.Net.Requests,1,Microsoft.Extensions.Http,3,,,,
Newtonsoft,Newtonsoft.Json,4,Newtonsoft.Json.Bson,3,Newtonsoft.Json.Schema,3,,,,
Microsoft.IdentityModel.Clients.ActiveDirectory,Microsoft.IdentityModel.Clients.ActiveDirectory,4,Microsoft.Identity.Client,3,,,,,,
"Tags:""excel-to-pdf""",Spire.XLS,3,FreeSpire.XLS,3,Microsoft.Office.Interop.Excel,3,,,,
swagger,Swashbuckle.AspNetCore,4,Swashbuckle,2,NSwag.AspNetCore,2,Swashbuckle.AspNetCore.*,2,Swashbuckle.AspNetCore.Annotations        ,3
ssh,SSH.NET,4,WinSCP,1,FluentFTP,1,,,,
Microsoft.ReportViewer.WebForms,Microsoft.ReportViewer.WebForms,4,,,,,,,,
StackExchange.Redis,StackExchange.Redis,4,StackExchange.Redis.StrongName,4,StackExchange.Redis.Extensions.*,2,ServiceStack.Redis,2,Microsoft.Extensions.Caching.Redis,2
python,IronPython,4,IronPython.StdLib,4,Python,4,Python2,2,,
Dapper,Dapper,4,Dapper.Contrib,3,DapperExtensions,3,,,,
opencv,OpenCV,4,OpenCV.Net,4,,,,,,
cefsharp,CefSharp.WinForms,4,CefSharp.Wpf,4,CefSharp.OffScreen,4,CefSharp.Common,3,,
DotNetty,DotNetty.Handlers,4,DotNetty.Common,4,DotNetty.Transport,4,DotNetty.Codecs,4,DotNetty.Codecs.Mqtt,4
Microsoft.AspNetCore.Razor.Design,Microsoft.AspNetCore.Razor.Design,4,Microsoft.AspNet.Razor,3,Microsoft.AspNetCore.Razor,3,Microsoft.AspNetCore.Mvc.Razor,3,Microsoft.AspNetCore.Mvc.Razor.Extensions,3
NPOI,NPOI,4,Npoi.Mapper,3,,,,,,
socket.io,Socket.IO.Client,4,SocketIoClientDotNet,4,WebSocket4Net,2,WebSocketSharp,2,Microsoft.AspNetCore.SignalR,2
grpc,grpc,4,,,,,,,,
owin,Owin,4,Microsoft.Owin,4,Microsoft.Owin.Host.SystemWeb,4,Microsoft.Owin.Security.*,3,,
System.Data.SqlClient,System.Data.SqlClient,4,,,,,,,,
entity,EntityFramework,4,Microsoft.EntityFrameworkCore,4,Microsoft.EntityFrameworkCore.SqlServer,4,Microsoft.EntityFrameworkCore.Tools,3,,
mongodb,MongoDB.Driver,4,MongoDB.Bson,2,,,MongoDB.Driver.GridFS,3,,
system.web.mvc,Microsoft.AspNet.Mvc,2,,,,,,,,
Microsoft.NETCore.App,Microsoft.NETCore.App,4,Microsoft.NETCore.UniversalWindowsPlatform,3,Microsoft.NetCore.Analyzers,2,,,,
email,SendGrid,4,MailKit,4,PreMailer.Net,3,SendGrid.SmtpApi,2,OpenPop.NET,2
Serilog,Serilog,4,Serilog.AspNetCore,3,Serilog.Sinks.Console,3,Serilog.Extensions.Logging,3,Serilog.*,2
Microsoft.ApplicationInsights,Microsoft.ApplicationInsights,4,Microsoft.ApplicationInsights.AspNetCore,3,Microsoft.ApplicationInsights.DependencyCollector,3,Microsoft.ApplicationInsights.PerfCounterCollector,3,Microsoft.ApplicationInsights.*,2
jwt,JWT,3,Microsoft.AspNetCore.Authentication.JwtBearer,4,Microsoft.Owin.Security.Jwt,4,System.IdentityModel.Tokens.Jwt,4,jose-jwt,3
Swashbuckle,Swashbuckle,4,Swashbuckle.AspNetCore,4,Swashbuckle.Core,3,Swashbuckle.AspNetCore.*,3,,
Npgsql.EntityFrameworkCore.PostgreSQL,Npgsql.EntityFrameworkCore.PostgreSQL,4,Microsoft.EntityFrameworkCore,3,Npgsql.EntityFrameworkCore.PostgreSQL.Design,3,,,,
"Tags:""seq-app""",Seq.App.*,2,,,,,,,,
socket,System.Net.Sockets,4,Socket.IO.Client,3,,,,,,
microsoft,Microsoft.AspNet.Mvc,2,Microsoft.AspNetCore.Mvc,2,EntityFramework,2,Microsoft.EntityFrameworkCore,2,Microsoft.*,1
Microsoft.AspNetCore.All,Microsoft.AspNetCore.All,4,Microsoft.AspNetCore,3,Microsoft.AspNetCore.Http,2,Microsoft.AspNetCore.Mvc.Core,2,,
Moq,Moq,4,AutoFixture.AutoMoq,2,Autofac.Extras.Moq,3,AutoMoq,3,Moq.Contrib,2
RestSharp,RestSharp,4,RestSharp.Newtonsoft.Json,3,,,,,,
Oracle.ManagedDataAccess,Oracle.ManagedDataAccess,4,Oracle.ManagedDataAccess.EntityFramework,4,Oracle.EntityFrameworkCore,3,,,,
CSV,csvHelper,4,Aspose.Cells,3,ServiceStack.Text,3,,,,
microsoft.entityframeworkcore,microsoft.entityframeworkcore,4,microsoft.entityframeworkcore.*,3,,,,,,
unit testing,xunit,4,nunit,4,MsTest.TestAdapter,2,MSTest.TestFramework,2,,
Microsoft.AspNet.Mvc,Microsoft.AspNet.Mvc,4,Microsoft.AspNetCore.Mvc,3,Microsoft.AspNet.WebApi,3,,,,
identityserver4,IdentityServer4,4,IdentityServer3,2,IdentityServer3.*,1,IdentityServer4.*,3,,
openxml,DocumentFormat.OpenXml,4,ClosedXML,3,EPPlus,3,,,,
swashbuckle,Swashbuckle,4,Swashbuckle.AspNetCore,4,Swashbuckle.Core,3,Swashbuckle.AspNetCore.*,3,,
Author:SimpleInjector-Contributors,SimpleInjector,4,SimpleInjector.Integration.WebApi,3,SimpleInjector.*,2,,,,
specflow,SpecFlow,4,SpecFlow.xUnit,3,SpecFlow.NUnit,3,SpecFlow.MsTest,3,SpecFlow.Tools.MsBuild.Generation,2
prism,Prism.Core,4,Prism.Wpf,3,Prism.Forms,3,Prism.Unity,3,,
telerik,Telerik.UI.for.UniversalWindowsPlatform,3,Telerik.DataAccess.Core,3,Telerik.DataAccess.Fluent,3,,,,
kafka,Confluent.Kafka,4,librdkafka.redist,3,,,,,,
newton,Newtonsoft.Json,4,Newtonsoft.Json.Bson,4,Newtonsoft.Json.Schema,4,,,,
QRCode,Zxing.Net,4,QRCoder,4,,,,,,
accord,Accord,4,Accord.*,3,,,,,,
GDAL,GDAL,4,GDAL.Native,3,GDAL.Plugins,3,GDAL.*,2,,
TeamFoundation,Microsoft.TeamFoundationServer.Client,4,Microsoft.TeamFoundationServer.ExtendedClient,4,Microsoft.TeamFoundation.PublishTestResults,4,Microsoft.TeamFoundation.VersionControl.All,2,,
WindowsAzure.Storage,WindowsAzure.Storage,4,WindowsAzure.ServiceBus,3,Microsoft.Azure.Storage.Common,3,Microsoft.Azure.Storage.Blob,3,Microsoft.WindowsAzure.ConfigurationManager,2
Microsoft.EntityFrameworkCore.Sqlite,Microsoft.EntityFrameworkCore.Sqlite,4,Microsoft.EntityFrameworkCore.Sqlite.Design,3,Microsoft.EntityFrameworkCore.Sqlite.NetTopologySuite,3,,,,
chart,Chart.js,4,OxyPlot.Wpf,4,OxyPlot.WindowsForms,4,Microcharts,4,LiveCharts.Wpf,4
aspnetcore,Microsoft.AspNetCore.Http,4,Microsoft.AspNetCore.Http.Extensions,3,Microsoft.AspNetCore.Http.Abstractions,3,,,,
nest,NEST,4,Elasticsearch.Net,4,FluentNest,3,Nest.*,3,,
powershell,PowerShell,4,Cake.Powershell,3,Microsoft.PowerShell.*,3,,,,
ioc.configuration,IoC.Configuration,4,,,,,,,,
entity framework core,Microsoft.EntityFrameworkCore,4,Microsoft.EntityFrameworkCore.SqlServer,3,Microsoft.EntityFrameworkCore.Sqlite,3,Microsoft.EntityFrameworkCore.Tools,3,Microsoft.EntityFrameworkCore.Design,3
xunit.runner.visualstudio,xunit.runner.visualstudio,4,xunit,3,xunit.*,3,,,,
polly,Polly,4,Microsoft.Extensions.Http.Polly,3,Polly-Signed,3,Polly.Extensions.Http,3,EnterpriseLibrary.TransientFaultHandling,2
IdentityServer4,IdentityServer4,4,IdentityServer3,2,IdentityServer3.*,1,IdentityServer4.*,3,,
microsoft.aspnetcore,Microsoft.AspNetCore,4,Microsoft.AspNetCore.Mvc,3,Microsoft.AspNetCore.*,2,,,,
NSwag,NSwag.AspNetCore,4,NSwag.AspNet.Owin,3,NSwag.AspNet.WebApi,3,Nswag.Core,2,Nswag.Msbuild,2
"Tags:""html-to-pdf""",NReco.PdfGenerator,4,iTextSharp,3,iText7,3,Select.HtmlToPdf,4,Aspose.Pdf,3
rabbitmq,RabbitMQ.Client,4,MassTransit.RabbitMQ,3,NServiceBus.RabbitMQ,3,EasyNetQ,3,,
Microsoft.AspNet.WebApi,Microsoft.AspNet.WebApi,4,Microsoft.AspNet.WebApi.Client,4,Microsoft.AspNet.WebApi.*,3,,,,
AForge.NET,AForge.Video,4,AForge.Imaging,4,AForge.Neuro,4,,,,
Npgsql,Npgsql,4,Npgsql.Json.NET,3,,,,,,
Microsoft.Net.Compilers,Microsoft.Net.Compilers,4,Microsoft.Net.Compilers.Toolset,2,,,,,,
Microsoft.AspNet.WebApi.Core,Microsoft.AspNet.WebApi.Core,4,Microsoft.AspNet.WebApi,3,Microsoft.AspNet.WebApi.Client,3,Microsoft.AspNet.WebApi.WebHost,3,Microsoft.AspNet.WebApi.Owin,3
Microsoft.IdentityModel.Tokens,Microsoft.IdentityModel.Tokens,4,Microsoft.IdentityModel.Tokens.Saml,3,System.IdentityModel.Tokens.Jwt,3,Microsoft.IdentityModel.JsonWebTokens,3,Microsoft.IdentityModel.Clients.ActiveDirectory,2
xamarin,Xamarin.Forms,4,Xamarin.Forms.Maps,4,Xamarin.Android.Support.v4,4,Xamarin.*,1,,
dotnet,Microsoft.EntityFrameworkCore.Tools.DotNet,3,BenchmarkDotNet,3,dotnet-xunit,3,Microsoft.DotNet.Watcher.Tools,3,,
System.Data.SQLite,System.Data.SQLite,4,,,,,,,,
Microsoft.Owin,Microsoft.Owin,4,Microsoft.Owin.*,4,Owin,3,Microsoft.AspNet.Identity.Owin,3,,
quartz,Quartz,4,Autofac.Extras.Quartz,3,Topshelf.Quartz,3,Quartz.*,3,,
mysql.data,MySql.Data,4,MySql.Data.Entity,3,MySql.Data.EntityFrameworkCore,3,Pomelo.EntityFrameworkCore.MySql,1,MySqlConnector,1
netstandard,NETStandard.Library,4,,,,,,,,
ini,Microsoft.Extensions.Configuration.Ini,4,ini-parser,4,,,,,,
Autofac,Autofac,4,Autofac.Extensions.DependencyInjection,3,Autofac.WebApi2,3,Autofac.Mvc5,3,Autofac.*,2
ftp,FluentFTP,4,WinSCP,2,,,,,,
boost,boost,4,boost-vc*,3,boost_*,2,,,,
Unity,Unity,4,Unity.Interception,3,Unity.Mvc,3,Unity.*,2,,
iTextSharp,iTextSharp,4,itextsharp.xmlworker,3,iText7,3,itext7.*,2,,
Microsoft.Extensions,Microsoft.Extensions.Logging,4,Microsoft.Extensions.DependencyInjection,4,Microsoft.Extensions.Configuration,4,Microsoft.Extensions.*,3,,
HtmlAgilityPack,HtmlAgilityPack,4,HtmlAgilityPack.NetCore,3,cloudscribe.HtmlAgilityPack,2,htmlagilitypack.cssselectors.netcore,2,,
NUnit,NUnit,4,NUnit.Console,3,NUnit3TestAdapter,3,NUnit.*,2,,
mvc,Microsoft.AspNet.Mvc,4,Microsoft.AspNetCore.Mvc,4,Beetlejs.Mvc5,3,,,,
System.Runtime.CompilerServices.Unsafe,System.Runtime.CompilerServices.Unsafe,4,,,,,,,,
mqtt,MQTTnet,4,M2Mqtt,4,MQTTnet.AspNetCore,4,MQTTnet.Extensions.Rpc,3,MQTTnet.Extensions.ManagedClient,3
Hangfire,Hangfire,4,Hangfire.*,3,Abp.HangFire,2,Elect.Job.Hangfire,2,Stove.HangFire,2
protobuf,protobuf-net,4,Google.Protobuf,4,Google.Protobuf.Tools,3,,,,
System.Configuration.ConfigurationManager,System.Configuration.ConfigurationManager,4,Microsoft.Extensions.Configuration,2,Microsoft.WindowsAzure.ConfigurationManager,2,Microsoft.Extensions.Configuration.Json,2,Microsoft.Extensions.Configuration.EnvironmentVariables,2
System.Web.Mvc,Microsoft.AspNet.Mvc,4,,,,,,,,
7zip,7-zip.Commandline,3,System.IO.Compression.ZipFile,3,SharpZipLib,3,7ZipCLI,3,,
IdentityModel,IdentityModel,4,Microsoft.IdentityModel.Tokens,3,System.IdentityModel.Tokens.Jwt,3,Microsoft.IdentityModel.Clients.ActiveDirectory,2,,
tesseract,Tesseract,4,IronOcr,1,Aspose.OCR,1,,,,
closedxml,ClosedXML,4,EPPlus,2,,,,,,
helixtoolkit,HelixToolkit,4,HelixToolkit.*,4,,,,,,
akka,Akka,4,Akka.TestKit.Xunit2,3,Akka.*,2,,,,
Pomelo.EntityFrameworkCore.MySql,Pomelo.EntityFrameworkCore.MySql,4,Microsoft.EntityFrameworkCore,2,MySql.Data,1,MySqlConnector,1,,
Microsoft.Extensions.DependencyInjection.Abstractions,Microsoft.Extensions.DependencyInjection.Abstractions,4,Microsoft.Extensions.DependencyInjection,3,,,,,,
"Tags:""serilog""""",Serilog,4,Serilog.Extensions.Logging,3,Serilog.Sinks.Console,3,Serilog.*,2,,
ffmpeg,FFmpeg.AutoGen,3,Xabe.FFMpeg,4,,,,,,
itext,itext7,4,iTextSharp,3,itext7.*,3,,,,
AutoMapper.Extensions.Microsoft.DependencyInjection,AutoMapper.Extensions.Microsoft.DependencyInjection,4,Microsoft.Extensions.DependencyInjection,3,AutoMapper,3,,,,
Microsoft.Extensions.Options,Microsoft.Extensions.Options,4,Microsoft.Extensions.Options.ConfigurationExtensions,3,Microsoft.Extensions.Options.DataAnnotations,3,,,,
syncfusion,Syncfusion.JavaScript,4,Syncfusion.*,4,,,,,,
system.web.http,Microsoft.AspNet.WebApi.Core,4,System.Web.Http.Common,1,,,,,,
"Tags:""rtsp""",RtspClientSharp,4,Streamcoders.MediaSuite.x86,3,Streamcoders.MediaSuite.x64,3,VisioForge.DotNet.VideoCapture.TRIAL,3,VisioForge.DotNet.MediaPlayer.TRIAL,3
Microsoft.CodeDom.Providers.DotNetCompilerPlatform,Microsoft.CodeDom.Providers.DotNetCompilerPlatform,4,Microsoft.CodeDom.Providers.DotNetCompilerPlatform.BinFix,3,Microsoft.CodeDom.Providers.DotNetCompilerPlatform.NoInstall,3,Microsoft.DotNet.PlatformAbstractions,1,Microsoft.NETCore.DotNetHostPolicy,1
Levenshtein,LevenshteinMinimumEditDistance,4,F23.StringSimilarity,3,String.Similarity,3,,,,
Microsoft.EntityFrameworkCore.Tools.DotNet,Microsoft.EntityFrameworkCore.Tools.DotNet,4,Microsoft.EntityFrameworkCore,2,,,,,,
Microsoft.AspNetCore.Identity,Microsoft.AspNetCore.Identity,4,Microsoft.AspNetCore.Http,3,,,,,,
blazor,Microsoft.AspNetCore.Components.WebAssembly,4,Microsoft.AspNetCore.Components.WebAssembly.DevServer,3,Blazor.Extensions.*,3,BlazorFiddle.Blazor,1,BlazorNative,1
CefSharp,CefSharp.Wpf,4,CefSharp.WinForms,4,CefSharp.*,3,,,,
microsoft.aspnetcore.app,Microsoft.AspNetCore.App,4,Microsoft.AspNetCore.Hosting,3,Microsoft.AspNetCore.*,1,,,,
Microsoft.AspNetCore.Identity.EntityFrameworkCore,Microsoft.AspNetCore.Identity.EntityFrameworkCore,4,Microsoft.AspNet.Identity.EntityFramework,2,Microsoft.EntityFrameworkCore,2,,,,
DataMatrix,Zxing.Net,4,DataMatrix.net,2,,,,,,
"Tags:""pdfviewer""",PdfSharp,2,PdfiumViewer,2,,,,,,
ssh.net,SSH.NET,4,WinSCP,1,FluentFTP,1,,,,
Microsoft.CSharp,Microsoft.CSharp,4,,,,,,,,
http,System.Net.Http,3,Microsoft.Net.Http.Headers,3,Microsoft.Net.Http,2,Microsoft.AspNetCore.Http,2,Microsoft.Owin.Host.HttpListener,2
System.ValueTuple,System.ValueTuple,4,,,,,,,,
graphql,GraphQL,4,GraphQL.Client,3,HotChocolate,3,,,,
